userid, password,residence_state, high_school_name, high_school_city, high_school_state,GPA, college_class,major_1,major_2, SAT_math, SAT_EBRW, ACT_English, ACT_math, ACT_reading, ACT_science, ACT_composite, SAT_literature, SAT_US_hist, SAT_world_hist, SAT_math_I, SAT_math_II, SAT_eco_bio, SAT_mol_bio, SAT_chemistry, SAT_physics,num_AP_passed
test310,pass310,WY,Eagan Senior High School,Eagan,MN,1.43,2022,Atmospheric Sciences and Meteorology,Sustainability Studies,210,240,29,25,35,21,28,770,730,700,530,530,470,540,800,510,4
test311,pass311,OK,East Chapel Hill High School,Chapel Hill,NC,0.41,2023,Social Work,American/United States Studies/Civilization,450,570,26,26,14,4,18,690,440,470,340,660,640,720,800,680,0
test312,pass312,ND,East Chapel Hill High School,Chapel Hill,NC,1.83,2020,Ceramic Arts and Ceramics,Digital Communication and Media/Multimedia,790,270,13,3,14,16,12,540,640,560,320,770,760,690,760,250,7
test313,pass313,NC,East Chapel Hill High School,Chapel Hill,NC,3.23,2022,Electrical and Electronics Engineering,Graphic Communications,760,390,35,34,14,2,21,380,440,720,260,250,600,330,750,570,0
test314,pass314,AL,East Chapel Hill High School,Chapel Hill,NC,3.44,2021,Design and Visual Communications,Printmaking,210,500,2,4,6,1,3,710,780,650,300,270,700,740,760,360,2
test315,pass315,UT,East Chapel Hill High School,Chapel Hill,NC,2.07,2022,Biochemistry,Information Science/Studies,560,800,7,24,28,32,23,340,520,210,200,670,290,250,260,320,6
test316,pass316,AZ,East Chapel Hill High School,Chapel Hill,NC,3.15,2026,Architecture and Related Services,Psychology,550,740,18,14,29,8,17,490,610,750,550,300,530,310,800,360,10
test317,pass317,OR,East Chapel Hill High School,Chapel Hill,NC,0.36,2024,Film/Cinema/Video Studies,Music,630,290,14,6,1,20,10,680,740,260,310,590,560,410,650,540,4
test318,pass318,CO,East Chapel Hill High School,Chapel Hill,NC,1.61,2022,Illustration,Geology/Earth Science,450,560,15,21,2,2,10,670,480,390,520,720,320,400,490,300,8
test319,pass319,MN,East Chapel Hill High School,Chapel Hill,NC,0.11,2022,European Studies/Civilization,Photography,460,710,24,36,27,23,28,420,650,210,500,220,570,330,780,680,6
test320,pass320,WV,East Chapel Hill High School,Chapel Hill,NC,3.74,2027,Athletic Training/Trainer,Physical Sciences,510,460,19,13,23,33,22,430,550,320,700,320,480,420,360,700,1
test321,pass321,NJ,Elsik High School,Houston,TX,1.41,2026,Art/Art Studies,Applied Mathematics,480,220,30,35,28,12,26,250,330,550,680,500,530,650,340,230,8
test322,pass322,MT,Elsik High School,Houston,TX,2.51,2024,Psychology,Physics,430,430,16,8,8,21,13,780,250,560,490,420,210,200,800,510,2
test323,pass323,NE,Elsik High School,Houston,TX,3.33,2025,Women&apos;s Studies,Business Administration and Management,320,600,5,3,26,25,15,460,550,760,630,640,590,690,700,720,4
test324,pass324,WY,Elsik High School,Houston,TX,2.1,2021,Linguistics,French Language and Literature,440,330,10,32,7,5,14,470,530,750,270,280,740,530,460,450,6
test325,pass325,IN,Elsik High School,Houston,TX,3.22,2024,Design and Applied Arts,Physical Sciences,210,530,27,6,12,32,19,540,370,700,520,300,370,470,590,610,8
test326,pass326,ND,Elsik High School,Houston,TX,2.13,2026,Music,Health Services/Allied Health/Health Sciences,660,690,36,31,26,18,28,400,210,300,340,540,670,300,220,700,7
test327,pass327,MO,Elsik High School,Houston,TX,3.26,2027,Photography,Ceramic Arts and Ceramics,500,640,10,4,28,31,18,320,800,720,420,380,270,280,390,710,0
test328,pass328,ND,Elsik High School,Houston,TX,0.7,2025,Computer and Information Sciences,Biological and Physical Sciences,340,670,6,26,9,12,13,590,510,710,730,790,260,430,220,460,8
test329,pass329,AZ,Elsik High School,Houston,TX,0.66,2025,Environmental Studies,Psychology,250,460,6,21,32,34,23,790,310,320,260,700,650,550,440,230,0
test330,pass330,WV,Elsik High School,Houston,TX,1.39,2022,Clinical Laboratory Science/Medical Technology/Technologist,Economics,270,540,25,25,7,19,19,480,290,720,700,220,340,780,680,480,6
test331,pass331,ND,Fairfield High School,Fairfield,TX,3.51,2028,Linguistics,Computer and Information Sciences,300,700,31,7,25,29,23,400,360,300,530,370,660,520,710,600,9
test332,pass332,NC,Fairfield High School,Fairfield,TX,2.55,2021,Cinematography and Film/Video Production,Ecology,490,590,14,26,27,18,21,330,710,290,300,340,740,230,690,610,5
test333,pass333,LA,Fairfield High School,Fairfield,TX,1.51,2023,American/United States Studies/Civilization,Fine/Studio Arts,610,490,33,36,6,2,19,600,370,330,740,750,580,540,350,230,0
test334,pass334,CT,Fairfield High School,Fairfield,TX,0.16,2023,Fine/Studio Arts,Astronomy,410,250,15,19,23,10,17,760,410,310,570,220,240,680,740,700,1
test335,pass335,TX,Fairfield High School,Fairfield,TX,3.22,2024,European Studies/Civilization,Italian Language and Literature,550,670,25,4,19,9,14,220,320,290,530,700,670,770,560,290,7
test336,pass336,VA,Fairfield High School,Fairfield,TX,3.18,2024,Civil Engineering,Mechanical Engineering,600,530,25,31,24,2,20,490,270,480,350,220,670,230,360,370,3
test337,pass337,DE,Fairfield High School,Fairfield,TX,3.76,2025,Journalism,Graphic Communications,720,480,11,7,12,25,14,630,220,700,670,600,460,600,480,490,9
test338,pass338,KS,Fairfield High School,Fairfield,TX,3.41,2024,Psychology,Geology/Earth Science,220,540,32,3,24,17,19,280,610,510,420,410,430,610,290,570,0
test339,pass339,AK,Fairfield High School,Fairfield,TX,2.67,2025,Social Work,Sociology,660,500,29,14,27,3,18,300,290,540,690,340,580,730,710,720,8
test340,pass340,RI,Fairfield High School,Fairfield,TX,3.15,2022,Printmaking,History,350,250,21,28,3,19,18,640,200,730,430,630,610,240,580,370,5
test341,pass341,AR,Fairview High School,Boulder,CO,0.52,2028,History,Film/Cinema/Video Studies,470,530,8,16,31,23,20,780,570,550,700,400,610,510,370,290,10
test342,pass342,DE,Fairview High School,Boulder,CO,3.36,2027,African-American/Black Studies,Linguistics,340,700,27,27,24,25,26,430,460,560,260,760,710,450,640,250,9
test343,pass343,CT,Fairview High School,Boulder,CO,3.38,2023,Visual and Performing Arts,Philosophy,250,540,9,19,25,4,14,430,780,520,440,700,320,530,490,800,3
test344,pass344,HI,Fairview High School,Boulder,CO,3.91,2027,Economics,Graphic Communications,270,340,27,2,23,26,20,300,260,220,700,310,610,680,280,730,10
test345,pass345,CT,Fairview High School,Boulder,CO,1.28,2027,Physics,Illustration,760,660,32,28,33,31,31,200,370,220,430,400,300,360,390,730,6
test346,pass346,MI,Fairview High School,Boulder,CO,0.82,2020,French Language and Literature,Journalism,290,770,15,18,31,16,20,430,580,540,620,770,690,380,230,490,9
test347,pass347,MO,Fairview High School,Boulder,CO,3.63,2028,European Studies/Civilization,Business Administration and Management,700,780,30,19,32,25,26,620,470,220,240,270,330,470,780,310,0
test348,pass348,UT,Fairview High School,Boulder,CO,3.56,2025,Biological and Physical Sciences,Printmaking,240,290,11,15,29,6,15,330,250,640,220,530,660,680,600,550,1
test349,pass349,ID,Fairview High School,Boulder,CO,3.77,2022,Computer and Information Sciences,Economics,260,350,12,36,8,15,18,770,620,500,380,490,800,320,540,490,1
test350,pass350,MI,Fairview High School,Boulder,CO,3.2,2020,Information Science/Studies,Visual and Performing Arts,390,640,27,30,14,30,25,210,420,590,690,680,200,710,500,230,8
test351,pass351,DE,Flowery Branch High School,Flowery Branch,GA,1.16,2025,Illustration,Ecology,360,650,27,10,27,4,17,660,670,290,780,790,460,280,300,400,6
test352,pass352,ND,Flowery Branch High School,Flowery Branch,GA,3.05,2024,Art/Art Studies,Religion/Religious Studies,540,250,36,36,3,14,22,480,390,460,350,340,550,300,480,690,1
test353,pass353,NV,Flowery Branch High School,Flowery Branch,GA,1.4,2028,Fashion/Apparel Design,Geology/Earth Science,370,500,3,16,4,6,7,550,800,230,490,420,440,500,410,220,0
test354,pass354,OK,Flowery Branch High School,Flowery Branch,GA,1.66,2023,Geology/Earth Science,Pharmacology,660,740,20,3,8,6,9,630,630,740,630,660,750,470,200,420,2
test355,pass355,CT,Flowery Branch High School,Flowery Branch,GA,1.84,2023,Registered Nursing/Registered Nurse,Civil Engineering,470,220,4,12,16,5,9,410,320,240,210,450,200,650,780,480,10
test356,pass356,MT,Flowery Branch High School,Flowery Branch,GA,1.48,2025,Art/Art Studies,Spanish Language and Literature,320,480,7,17,27,35,22,710,500,430,430,640,660,450,580,740,9
test357,pass357,MI,Flowery Branch High School,Flowery Branch,GA,1.01,2023,Cinematography and Film/Video Production,Fine Arts and Art Studies,600,250,29,29,7,35,25,770,300,300,580,500,410,610,630,660,0
test358,pass358,KY,Flowery Branch High School,Flowery Branch,GA,3.91,2020,Fashion/Apparel Design,Art/Art Studies,650,780,29,15,14,4,16,310,480,590,210,260,610,300,630,570,6
test359,pass359,OK,Flowery Branch High School,Flowery Branch,GA,1.06,2020,Sculpture,Engineering,700,620,24,18,1,28,18,350,270,730,210,410,470,520,260,330,7
test360,pass360,FL,Flowery Branch High School,Flowery Branch,GA,2.38,2023,Business Administration and Management,Visual and Performing Arts,200,740,10,26,25,13,18,660,230,780,400,750,250,390,510,320,4
test361,pass361,AZ,Fox Chapel Area High School,Pittsburgh,PA,0.1,2020,Applied Mathematics,Graphic Design,340,450,24,24,6,3,14,630,730,650,260,380,710,550,420,600,2
test362,pass362,OH,Fox Chapel Area High School,Pittsburgh,PA,3.04,2025,Ecology,Comparative Literature,500,730,26,3,32,9,18,730,240,780,530,730,480,620,210,290,3
test363,pass363,NH,Fox Chapel Area High School,Pittsburgh,PA,1.41,2020,Visual and Performing Arts,English Language and Literature,700,640,16,10,12,20,14,700,240,750,690,230,440,220,230,610,8
test364,pass364,IA,Fox Chapel Area High School,Pittsburgh,PA,0.18,2020,Mathematics,Drama and Dramatics/Theatre Arts,260,290,2,5,6,32,11,380,430,750,790,600,480,580,250,240,0
test365,pass365,TX,Fox Chapel Area High School,Pittsburgh,PA,1.89,2023,Sustainability Studies,Polysomnography,630,420,15,15,2,36,17,260,670,460,740,430,320,740,210,480,5
test366,pass366,ID,Fox Chapel Area High School,Pittsburgh,PA,1.66,2028,Multi-/Interdisciplinary Studies,Physics,770,780,24,25,26,23,24,790,350,680,520,540,350,740,560,260,2
test367,pass367,NJ,Fox Chapel Area High School,Pittsburgh,PA,1.81,2026,Art/Art Studies,Sociology,780,330,32,15,10,35,23,640,390,430,800,350,690,350,520,660,2
test368,pass368,NH,Fox Chapel Area High School,Pittsburgh,PA,2.88,2026,Mathematics,History,470,320,12,18,15,1,12,720,610,350,630,440,240,630,590,600,7
test369,pass369,UT,Fox Chapel Area High School,Pittsburgh,PA,1.12,2021,Digital Communication and Media/Multimedia,Spanish Language and Literature,630,660,15,3,25,3,12,270,440,370,250,440,250,660,750,230,6
test370,pass370,NE,Fox Chapel Area High School,Pittsburgh,PA,2.95,2026,Pharmacology,African-American/Black Studies,500,210,12,16,34,7,17,400,630,650,520,700,800,300,740,650,6
test371,pass371,WA,Glenbrook South High School,Glenview,IL,3.63,2028,Design and Visual Communications,Design and Visual Communications,340,200,14,1,35,16,16,540,780,250,220,430,280,420,510,740,0
test372,pass372,IA,Glenbrook South High School,Glenview,IL,0.09,2023,Pharmacology,Cinematography and Film/Video Production,270,360,10,14,21,23,17,240,270,490,800,240,240,210,360,580,5
test373,pass373,SD,Glenbrook South High School,Glenview,IL,1.81,2022,English Language and Literature,Physical Sciences,500,380,26,3,26,8,16,620,470,670,400,510,580,620,640,510,5
test374,pass374,ME,Glenbrook South High School,Glenview,IL,2.64,2025,Geology/Earth Science,Art/Art Studies,560,240,11,22,5,2,10,660,570,720,520,290,670,600,500,740,5
test375,pass375,UT,Glenbrook South High School,Glenview,IL,3.18,2020,Electrical and Electronics Engineering,Music,320,540,9,35,12,8,16,490,790,610,670,500,240,460,600,800,0
test376,pass376,AZ,Glenbrook South High School,Glenview,IL,0.94,2027,Architecture and Related Services,Visual and Performing Arts,640,650,21,30,36,2,22,520,210,720,510,220,360,470,590,250,0
test377,pass377,TX,Glenbrook South High School,Glenview,IL,3.66,2023,Painting,Chemistry,420,300,23,15,25,24,22,430,400,300,550,630,290,440,710,440,0
test378,pass378,SD,Glenbrook South High School,Glenview,IL,0.91,2023,Civil Engineering,Physical Sciences,440,480,32,27,10,4,18,290,640,420,670,340,520,800,440,730,3
test379,pass379,NE,Glenbrook South High School,Glenview,IL,3.73,2020,Engineering,Chemical and Biomolecular Engineering,330,410,28,12,19,23,20,470,610,730,800,640,270,390,470,470,9
test380,pass380,KY,Glenbrook South High School,Glenview,IL,1.91,2028,Music,Biological and Physical Sciences,220,620,34,3,25,16,20,270,270,360,730,420,670,550,490,450,0
test381,pass381,OK,Goffstown High School,Goffstown,NH,1.58,2028,Sculpture,Art/Art Studies,530,330,27,11,34,22,24,760,620,380,200,540,460,330,580,440,6
test382,pass382,NE,Goffstown High School,Goffstown,NH,1.47,2027,Physical Sciences,Civil Engineering,210,350,16,19,2,6,11,500,530,370,250,330,690,360,240,650,7
test383,pass383,NH,Goffstown High School,Goffstown,NH,3.71,2027,Sculpture,English Language and Literature,550,590,32,24,13,20,22,400,750,260,250,700,730,260,600,460,6
test384,pass384,CA,Goffstown High School,Goffstown,NH,0.33,2021,Comparative Literature,Cinematography and Film/Video Production,790,500,9,19,33,26,22,470,460,580,790,620,370,350,580,780,7
test385,pass385,ND,Goffstown High School,Goffstown,NH,1.36,2028,Computer and Information Sciences,American/United States Studies/Civilization,410,440,10,9,8,10,9,280,790,770,710,740,310,770,800,360,5
test386,pass386,PA,Goffstown High School,Goffstown,NH,1.01,2025,Photography,Physics,460,700,18,7,25,10,15,470,770,350,610,260,460,600,610,300,9
test387,pass387,OK,Goffstown High School,Goffstown,NH,2.8,2023,Computer Graphics,French Language and Literature,750,340,18,35,10,29,23,310,720,210,790,670,480,280,270,280,3
test388,pass388,FL,Goffstown High School,Goffstown,NH,0.91,2028,Linguistics,Health Services/Allied Health/Health Sciences,470,290,25,5,17,35,20,730,220,680,550,280,540,660,730,750,4
test389,pass389,OK,Goffstown High School,Goffstown,NH,3.53,2022,Human Computer Interaction,Creative Writing,800,560,28,33,20,34,29,620,590,490,570,220,650,650,550,240,4
test390,pass390,DE,Goffstown High School,Goffstown,NH,3.86,2028,Italian Language and Literature,French Language and Literature,250,540,13,20,14,30,19,650,590,240,660,550,670,760,630,210,2
test391,pass391,NE,Granada Hills Charter High School,Granada Hills,CA,3.67,2024,Art/Art Studies,Computer and Information Sciences,250,490,5,34,19,8,16,650,280,330,710,510,390,790,440,390,2
test392,pass392,MT,Granada Hills Charter High School,Granada Hills,CA,0.35,2023,Chemical and Biomolecular Engineering,German Language and Literature,770,710,11,23,4,20,14,610,350,230,260,340,200,540,430,320,7
test393,pass393,NH,Granada Hills Charter High School,Granada Hills,CA,1.66,2027,Metal and Jewelry Arts,Painting,380,320,10,24,36,12,20,800,260,240,520,440,670,440,500,730,3
test394,pass394,AK,Granada Hills Charter High School,Granada Hills,CA,3.75,2025,Chemical and Biomolecular Engineering,Interior Architecture,700,460,16,16,31,29,23,310,460,580,500,210,770,220,700,320,5
test395,pass395,DE,Granada Hills Charter High School,Granada Hills,CA,1.98,2020,Mathematics,Journalism,490,340,29,17,8,17,18,630,490,780,300,200,580,560,240,560,10
test396,pass396,OR,Granada Hills Charter High School,Granada Hills,CA,3.5,2022,Biological and Physical Sciences,Registered Nursing/Registered Nurse,590,490,14,9,20,8,13,520,680,750,730,650,400,500,670,720,8
test397,pass397,ND,Granada Hills Charter High School,Granada Hills,CA,2.45,2028,African-American/Black Studies,Italian Language and Literature,540,470,15,32,36,6,22,230,260,700,600,260,200,210,510,770,6
test398,pass398,OR,Granada Hills Charter High School,Granada Hills,CA,1.89,2023,Film/Video and Photographic Arts,Journalism,320,360,22,31,21,34,27,650,320,250,460,460,530,430,540,620,10
test399,pass399,ME,Granada Hills Charter High School,Granada Hills,CA,1.34,2021,Philosophy,Graphic Design,260,510,31,18,22,31,26,650,230,210,460,280,270,350,240,570,6
test400,pass400,WI,Granada Hills Charter High School,Granada Hills,CA,1.17,2026,Fine Arts and Art Studies,Religion/Religious Studies,270,730,5,5,17,32,15,420,280,600,460,760,750,510,730,230,8
test401,pass401,NM,Haas Hall Academy,Fayetteville,AR,3.11,2024,Anthropology,Music,790,270,1,17,1,13,8,480,460,500,710,370,500,700,650,700,8
test402,pass402,NC,Haas Hall Academy,Fayetteville,AR,0.16,2024,Drawing,Biology/Biological Sciences,720,580,1,8,13,27,12,800,540,740,330,290,420,240,780,530,1
test403,pass403,NE,Haas Hall Academy,Fayetteville,AR,0.73,2028,Painting,European Studies/Civilization,490,750,29,20,6,35,22,320,730,730,650,540,530,600,400,380,6
test404,pass404,MI,Haas Hall Academy,Fayetteville,AR,1.23,2028,Photography,Visual and Performing Arts,720,530,10,32,20,36,24,310,800,550,280,310,200,560,670,480,2
test405,pass405,IA,Haas Hall Academy,Fayetteville,AR,2.98,2025,Chemistry,Interior Architecture,530,580,36,12,32,33,28,290,360,370,580,700,560,400,320,240,0
test406,pass406,NJ,Haas Hall Academy,Fayetteville,AR,1.77,2022,Women&apos;s Studies,Human Computer Interaction,760,460,3,15,9,32,15,720,270,410,730,310,200,230,800,310,10
test407,pass407,LA,Haas Hall Academy,Fayetteville,AR,2.64,2026,Spanish Language and Literature,Computer and Information Sciences,570,600,26,2,27,36,23,250,260,460,200,460,640,620,350,560,2
test408,pass408,MT,Haas Hall Academy,Fayetteville,AR,2.26,2023,Comparative Literature,Music,730,260,24,36,1,13,18,460,430,500,420,260,350,640,380,740,1
test409,pass409,GA,Haas Hall Academy,Fayetteville,AR,1.63,2026,African-American/Black Studies,History,300,600,12,5,23,27,17,470,390,320,430,410,660,360,650,370,10
test410,pass410,RI,Haas Hall Academy,Fayetteville,AR,1.61,2021,Linguistics,Business Administration and Management,740,540,13,11,17,27,17,490,350,240,550,630,380,410,350,580,8
test411,pass411,IL,Hanover High School,Hanover,NH,2.04,2024,Graphic Design,Athletic Training/Trainer,740,480,12,4,5,8,7,790,320,630,200,350,740,660,560,260,5
test412,pass412,TX,Hanover High School,Hanover,NH,2.41,2023,Comparative Literature,Fashion/Apparel Design,740,690,11,7,28,2,12,230,270,380,380,770,270,720,420,650,1
test413,pass413,CT,Hanover High School,Hanover,NH,3.58,2024,Atmospheric Sciences and Meteorology,History,380,630,15,10,30,28,21,780,440,200,670,720,760,790,410,390,5
test414,pass414,DE,Hanover High School,Hanover,NH,3.57,2020,Creative Writing,German Language and Literature,770,430,10,22,7,27,16,540,260,730,790,300,760,740,260,780,0
test415,pass415,CT,Hanover High School,Hanover,NH,0.36,2028,Comparative Literature,Electrical and Electronics Engineering,210,580,8,27,31,25,23,670,740,520,670,680,440,380,550,340,1
test416,pass416,OH,Hanover High School,Hanover,NH,0.77,2028,Printmaking,Drama and Dramatics/Theatre Arts,490,800,9,16,20,30,19,540,340,330,760,350,580,550,790,220,9
test417,pass417,WV,Hanover High School,Hanover,NH,0.34,2024,Philosophy,Social Work,450,600,29,3,36,36,26,640,550,690,210,540,600,280,230,700,8
test418,pass418,OR,Hanover High School,Hanover,NH,0.31,2027,Ecology,Visual and Performing Arts,250,540,25,5,11,28,17,370,750,220,220,240,460,270,400,730,8
test419,pass419,HI,Hanover High School,Hanover,NH,2.06,2026,Illustration,Interior Architecture,410,420,5,31,4,31,18,690,310,440,440,360,780,350,680,390,0
test420,pass420,AK,Hanover High School,Hanover,NH,1.95,2024,Social Work,German Language and Literature,450,320,5,6,11,13,9,590,380,340,780,620,470,730,370,690,6
test421,pass421,AL,Health Careers High School,San Antonio,TX,0.13,2026,Drawing,Information Science/Studies,430,640,35,23,23,9,22,660,230,440,600,360,530,640,590,510,5
test422,pass422,OR,Health Careers High School,San Antonio,TX,3.28,2028,Fine Arts and Art Studies,Psychology,610,370,4,28,26,21,20,790,390,400,500,480,360,440,290,750,6
test423,pass423,NH,Health Careers High School,San Antonio,TX,2.96,2020,Pharmacology,Clinical Laboratory Science/Medical Technology/Technologist,370,530,21,1,23,2,12,210,230,650,720,680,610,780,630,540,8
test424,pass424,AL,Health Careers High School,San Antonio,TX,3.24,2022,Biological and Physical Sciences,Business Administration and Management,320,500,20,27,34,4,21,430,580,210,270,370,420,600,700,300,6
test425,pass425,MS,Health Careers High School,San Antonio,TX,3.35,2021,Atmospheric Sciences and Meteorology,Linguistics,750,520,6,30,19,21,19,420,340,550,470,500,760,730,280,380,1
test426,pass426,MS,Health Careers High School,San Antonio,TX,2.24,2021,Respiratory Care Therapy/Therapist,Digital Communication and Media/Multimedia,560,540,10,19,13,31,18,630,230,290,590,800,230,600,620,380,10
test427,pass427,AK,Health Careers High School,San Antonio,TX,2.18,2024,Chemical and Biomolecular Engineering,Marine Biology and Biological Oceanography,400,470,26,2,28,25,20,510,570,740,370,290,530,500,700,360,6
test428,pass428,DE,Health Careers High School,San Antonio,TX,0.32,2023,Ecology,Economics,800,200,8,15,26,26,19,490,370,360,520,460,560,740,260,520,0
test429,pass429,MT,Health Careers High School,San Antonio,TX,1.75,2027,Asian Studies/Civilization,Electrical and Electronics Engineering,520,290,16,16,7,15,14,510,580,790,400,470,370,430,630,370,5
test430,pass430,NY,Health Careers High School,San Antonio,TX,3.3,2028,Cinematography and Film/Video Production,Information Science/Studies,740,770,31,1,12,31,19,220,500,680,330,730,630,440,240,500,10
test431,pass431,KY,Highland Park High School,Highland Park,IL,1.18,2021,Social Work,Visual and Performing Arts,440,390,35,16,8,13,18,210,620,660,580,380,200,390,700,530,1
test432,pass432,ND,Highland Park High School,Highland Park,IL,1.59,2026,Visual and Performing Arts,Design and Visual Communications,550,220,13,25,2,34,18,420,480,570,230,680,390,500,460,310,6
test433,pass433,RI,Highland Park High School,Highland Park,IL,3.41,2027,Multi-/Interdisciplinary Studies,Anthropology,760,290,17,4,6,4,8,230,640,760,300,740,610,590,300,470,9
test434,pass434,WV,Highland Park High School,Highland Park,IL,0.6,2027,Film/Cinema/Video Studies,Engineering,500,270,10,28,14,30,20,520,440,260,200,600,460,340,230,720,10
test435,pass435,AZ,Highland Park High School,Highland Park,IL,1.45,2022,Sociology,Ecology,350,340,13,23,11,7,14,430,300,230,560,220,330,320,510,510,1
test436,pass436,OR,Highland Park High School,Highland Park,IL,3.97,2020,Physical Sciences,English Language and Literature,540,270,20,2,24,26,18,660,360,640,750,400,760,400,760,460,5
test437,pass437,VT,Highland Park High School,Highland Park,IL,0.81,2025,Pharmacology,Civil Engineering,770,410,27,19,32,21,25,600,620,210,500,740,530,730,480,690,5
test438,pass438,AR,Highland Park High School,Highland Park,IL,0.34,2023,Multi-/Interdisciplinary Studies,Mechanical Engineering,640,370,15,13,17,5,12,680,650,320,420,300,680,520,560,650,5
test439,pass439,MT,Highland Park High School,Highland Park,IL,0.37,2021,Illustration,Biological and Physical Sciences,340,590,33,24,9,23,22,470,640,360,630,600,460,640,400,430,7
test440,pass440,NE,Highland Park High School,Highland Park,IL,1.78,2027,Sustainability Studies,Film/Cinema/Video Studies,710,250,6,35,26,20,22,210,490,320,790,740,670,450,680,730,0
test441,pass441,NV,Hinsdale Central High School,Hinsdale,IL,1.05,2028,American/United States Studies/Civilization,Digital Communication and Media/Multimedia,290,630,34,24,31,3,23,800,620,590,320,270,320,540,560,540,3
test442,pass442,CT,Hinsdale Central High School,Hinsdale,IL,0.36,2020,Printmaking,Athletic Training/Trainer,380,260,28,22,35,27,28,330,770,370,570,330,240,750,260,530,4
test443,pass443,NC,Hinsdale Central High School,Hinsdale,IL,1.52,2025,Graphic Communications,Astronomy,670,330,34,2,35,20,23,410,610,220,630,340,660,720,710,700,6
test444,pass444,NH,Hinsdale Central High School,Hinsdale,IL,1.5,2027,Registered Nursing/Registered Nurse,Geology/Earth Science,780,490,6,17,7,15,11,320,260,620,240,300,310,570,310,710,0
test445,pass445,SD,Hinsdale Central High School,Hinsdale,IL,0.48,2027,Cinematography and Film/Video Production,Photography,780,540,31,15,10,16,18,670,560,540,690,460,510,600,410,620,5
test446,pass446,WA,Hinsdale Central High School,Hinsdale,IL,2.01,2027,Human Computer Interaction,Interior Architecture,440,450,13,2,13,34,16,760,520,780,780,740,490,350,210,580,0
test447,pass447,TX,Hinsdale Central High School,Hinsdale,IL,1.21,2024,Astronomy,Fine Arts and Art Studies,310,320,24,11,33,23,23,620,570,430,740,620,390,680,310,260,7
test448,pass448,PA,Hinsdale Central High School,Hinsdale,IL,0.03,2025,Human Computer Interaction,Environmental Studies,270,320,8,20,25,36,22,470,370,320,410,570,570,490,270,520,5
test449,pass449,OK,Hinsdale Central High School,Hinsdale,IL,2.87,2020,Sociology,Printmaking,410,800,31,23,7,35,24,650,310,580,740,430,750,540,690,300,10
test450,pass450,UT,Hinsdale Central High School,Hinsdale,IL,1.9,2021,American/United States Studies/Civilization,English Language and Literature,740,280,8,29,19,4,15,430,590,510,230,590,290,730,400,700,10
test451,pass451,MS,Hopkinton High School,Hopkinton,MA,0.08,2026,Social Work,Electrical and Electronics Engineering,210,640,19,27,20,32,24,270,420,560,740,750,800,310,370,410,4
test452,pass452,DE,Hopkinton High School,Hopkinton,MA,2.74,2025,Ceramic Arts and Ceramics,Polysomnography,650,370,19,17,24,7,17,680,640,300,390,640,340,730,280,280,8
test453,pass453,MI,Hopkinton High School,Hopkinton,MA,1.35,2028,Clinical Laboratory Science/Medical Technology/Technologist,English Language and Literature,750,660,18,10,15,19,16,460,580,690,720,450,800,240,230,640,6
test454,pass454,NH,Hopkinton High School,Hopkinton,MA,0.89,2024,Respiratory Care Therapy/Therapist,Psychology,230,370,24,25,2,28,20,400,710,280,350,690,760,680,700,320,4
test455,pass455,OK,Hopkinton High School,Hopkinton,MA,1.45,2020,Ceramic Arts and Ceramics,Design and Applied Arts,410,400,6,18,7,22,13,400,640,340,560,700,330,640,450,780,1
test456,pass456,UT,Hopkinton High School,Hopkinton,MA,0.38,2024,Atmospheric Sciences and Meteorology,Computer and Information Sciences,740,780,25,6,1,21,13,460,570,270,580,510,740,370,420,230,3
test457,pass457,KY,Hopkinton High School,Hopkinton,MA,1.18,2024,Polysomnography,Chemical and Biomolecular Engineering,470,330,36,2,12,22,18,650,540,540,300,690,440,220,630,450,8
test458,pass458,HI,Hopkinton High School,Hopkinton,MA,0.11,2024,African-American/Black Studies,Painting,260,350,9,14,19,35,19,490,370,780,420,790,610,780,250,760,7
test459,pass459,WI,Hopkinton High School,Hopkinton,MA,3.77,2021,Multi-/Interdisciplinary Studies,French Language and Literature,570,530,19,21,7,13,15,470,270,780,390,560,370,520,450,270,2
test460,pass460,DE,Hopkinton High School,Hopkinton,MA,1.69,2024,Clinical Laboratory Science/Medical Technology/Technologist,Architecture and Related Services,250,400,29,27,20,34,28,230,560,300,770,310,760,800,660,520,10
test461,pass461,VT,Huron High School,Ann Arbor,MI,2.88,2021,Multi-/Interdisciplinary Studies,Mathematics,710,580,34,12,28,18,23,330,340,700,390,430,600,410,230,540,9
test462,pass462,AZ,Huron High School,Ann Arbor,MI,2.53,2021,Chemistry,Engineering,280,480,6,9,1,20,9,590,710,620,640,590,690,570,250,500,5
test463,pass463,PA,Huron High School,Ann Arbor,MI,3.68,2023,Linguistics,Fine/Studio Arts,300,420,36,12,30,18,24,760,690,640,230,530,580,300,650,750,4
test464,pass464,NH,Huron High School,Ann Arbor,MI,2.68,2028,Fashion/Apparel Design,Health Services/Allied Health/Health Sciences,730,630,30,15,23,34,26,260,430,270,700,650,800,540,440,350,2
test465,pass465,VA,Huron High School,Ann Arbor,MI,2.58,2025,Biology/Biological Sciences,Anthropology,340,380,6,6,18,12,10,660,340,550,620,220,490,740,720,200,5
